organisation_number,registered_charity_number,charity_name,charity_type,charity_activities,charity_registration_status,charity_reporting_status,charity_is_cio,date_of_registration,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_web,charity_contact_phone,charity_contact_email,charity_contact_postcode,latest_income,latest_expenditure,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,charity_gift_aid,charity_previously_excepted,charity_company_registration_number,charity_is_cdf_or_cif,charity_has_land,linked_charity_number,date_of_extract
273581,273581,KENT ARCHAEOLOGICAL RESCUE UNIT,Other,"The Unit runs archaeological projects in Kent and S.E London on threatened sites, including watching briefs, excavations, publication and preservation. Its education work involves two major Roman monuments open to the public with activity schools workshops. The unit is managed by its committee and many volunteers.",Registered,Submission Received,false,1977-06-15T00:00:00,18 HIGHFIELD AVENUE,GREEN STREET GREEN,ORPINGTON,,,www.karu.org.uk,01689860939,crofton.roman.villa@gmail.com,BR6 6LF ,7587.0,9744.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273591,273591,THE CANTERBURY ARTS COUNCIL,Other,"To foster and promote the maintenance, improvement and development of artistic taste and the knowledge, understanding and appreciation of the arts among the inhabitants of the District of Canterbury.",Registered,Submission Received,false,1977-06-09T00:00:00,18 St. Peters Grove,CANTERBURY,,,,www.canterburyartscouncil.org.uk,07453321993,info@canterburyartscouncil.org.uk,CT1 2DH,20512.0,3353.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273596,273596,LIVE MUSIC NOW LIMITED,Charitable company,"Live Music Now is a UK-wide music outreach charity, established in 1977 by Yehudi Menuhin with two strategic aims;  To bring live music of the highest quality to those for whom access to its benefits is normally restricted; To support the professional development of musicians at the outset of their careers, ensuring the highest quality of delivery through a rigorous selection and training process.",Registered,Submission Received,false,1977-05-25T00:00:00,Live Music Now,337-341 High Street,ROCHESTER,Kent,,www.livemusicnow.org.uk,020 7759 1803,info@livemusicnow.org.uk,ME1 1DA,1362782.0,1399431.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,01312283,,false,0,2026-06-05T00:00:00
273717,273717,THE VERNON HARRISS GIFT,Other,For the maintenance and support of the choir of Canterbury Cathedral and its music.,Registered,Submission Received,false,1977-07-05T00:00:00,CATHEDRAL HOUSE,THE PRECINCTS,CANTERBURY,KENT,,,01227762862,charities@canterbury-cathedral.org,CT1 2EH,190.0,190.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273861,273861,VINTERS PARK RESIDENTS ASSOCIATION,Other,"Promoting the wellbeing of local residents and managing the maintenance, improvement and hiring of the local community centre.",Registered,Submission Received,false,1977-07-18T00:00:00,4,Bedgebury Close,Maidstone,Kent,,vinterspark.org.uk,01622 750027,carolinecorry@msn.com,ME14 5QY,26600.0,20919.0,2024-02-01T00:00:00,2025-01-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
273901,273901,1ST WILLESBOROUGH SCOUT GROUP,Other,Activities for the education and enjoyment of young people,Registered,Submission Received,false,1977-10-26T00:00:00,9 Sprotlands Avenue,Willesborough,ASHFORD,Kent,,,01233662092,willesborough@adscouts.org.uk,TN24 0AQ,14848.0,14061.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
273944,273944,DARTFORD SYMPHONY ORCHESTRA,Other,"The Symphony was formed in 1946 and provides the opportunity, both as performers and audience, for the people of Dartford and the surrounding area to enjoy music making of a high standard. Based the Mick Jagger Centre, the DSO continues to take music to the rural communities, is involved in music education projects, commissions new works. The DSO runs an annual Dartford Young Musician competition.",Registered,Submission Received,false,1977-07-27T00:00:00,C/O MICK JAGGER CENTRE,SHEPHERDS LANE,DARTFORD,,,www.dartfordsymphonyorchestra.com,01322291100,,DA1 2JZ ,19415.0,11115.0,2024-07-01T00:00:00,2025-06-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273963,273963,BROMLEY BOROUGH LOCAL HISTORY SOCIETY,Other,WE HOLD REGULAR MONTHLY MEETINGS WITH A SPEAKER ON TOPICAL SUBJECTS. WE PUBLISH A BBLHS MAGAZINE FOUR TIMES A YEAR AND WE HOLD AND ATTEND EXHIBITIONS. WE ALSO ANSWER WORLD WIDE QUERIES RELATING TO THE HISTORY OF BOROUGH OF BROMLEY,Registered,Submission Received,false,1977-07-27T00:00:00,SPRINGHILL,LEAFY GROVE,KESTON,,,www.bblhs.org.uk,01689855744,tdkeston@hotmail.co.uk,BR2 6AH,3474.0,2228.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273973,273973,THE ASSOCIATION OF THE FRIENDS OF ROCHESTER CATHEDRAL,Other,"The objects of the charity are to assist the Dean and Chapter to preserve and maintain the fabric and monuments of Rochester Cathedral and lands in connection therewith and preserve and maintain the worship and services in Rochester Cathedral and further the religious works of the Cathedral. To achieve its objects, the charity offers membership to all who are interested in the aims of the charity",Registered,Submission Received,false,1977-09-22T00:00:00,GARTH HOUSE,THE PRECINCT,ROCHESTER,,,,01634832142,FRIENDSOFROCHESTERCATHEDRAL@BTINTERNET.COM,ME1 1SX,51450.0,40695.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
274005,274005,THE SITTINGBOURNE ORPHEUS CHORAL SOCIETY,Other,"THE COMPREHENSIVE STUDY, PRACTICE AND PERFORMANCE OF CHORAL WORKS IN ORDER TO FOSTER PUBLIC KNOWLEDGE AND APPRECIATION OF SUCH MUSIC BY MEANS OF PUBLIC PERFORMANCES.",Registered,Submission Received,false,1977-08-30T00:00:00,9 Grove Park Avenue,SITTINGBOURNE,Kent,,,www.socs.info,01795472266,brian.jemmett@gmail.com,ME10 1YH,22136.0,22620.0,2024-08-01T00:00:00,2025-07-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
274055,274055,THE HOWARD MEMORIAL FUND,Other,Use of the income to provide a scholarship or bursary at the Kings School Canterbury for a boy or boys who have sung in the Cathedral Choir or if there are no such boys eligible from the Cathedral Choir then in the discretion and to be awarded by the Dean of Canterbury and the Headmaster of the Kings School and otherwise as more particularly shown in the declaration dated 1 July 1977.,Registered,Submission Received,false,1977-08-01T00:00:00,CATHEDRAL HOUSE,THE PRECINCTS,CANTERBURY,KENT,,,01227762862,charities@canterbury-cathedral.org,CT1 2EH,9843.0,5000.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
274064,274064,WINGHAM FIRE BRIGADE FUND,Other,"Any charitable purposes for the general benefit of the inhabitants of the parish of Wingham for which provision is not made out of rates, taxes and other funds.",Registered,Submission Received,false,1977-08-22T00:00:00,"Pinfarthings, 1 Seaths Corner",Staple Road,Wingham,Canterbury,Kent,,01227720378,,CT3 1AJ,850.0,721.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
274116,274116,1ST HAWKHURST SCOUT GROUP,Other,"1st Hawkhurst Beavers, Cubs and Scouts provides fun learning and outdoor activities for local children. Putting an acquired skill or skills into action. Experience a sense of belonging. Nurtures self-esteem. Exercise resourcefulness. Exemplify teamwork. Share responsibility. Feel successful. Learn a life lesson.",Registered,Submission Received,false,1977-08-19T00:00:00,Scout Association,The Scout Hut,"Hastings Road,Hawkhurst",CRANBROOK,Kent,,07814057738,hawkhurstscoutgroup@gmail.com,TN18 4RP,358.0,3458.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
274121,274121,THE KENT SCHOOLS' ATHLETIC ASSOCIATION,Other,"KSAA oversees at district level (13 areas) and organises and administers at county level, athletic and cross country competition for all schools in the county. It promotes athletics and cross country working in close liason with the various athletic clubs. We organise a variety of county championships and run Kent schools teams at junior, intermediate and senior level at inter county and national",Registered,Submission Received,false,1977-08-22T00:00:00,1 The Hawthorns,Talbot Road,Hawkhurst,CRANBROOK,Kent,www.ksaa.org.uk,01622812342,,TN18 4LW,31693.0,35546.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
274141,274141,ALBANY TAXI CHARITY FUND,Other,"The taking of Children with mental disorders, terminally ill and special needs on outings to the seaside,countryside,plays,films,pantomines and supply transport needs.We also provide finance to any school, home, hospice or individual child for any object the local councils do not provide, for special wheelchair, hand bells, or audio and visual equipment.Also money to other charities.",Registered,Submission Received,false,1977-09-09T00:00:00,23 Norheads Lane,Biggin Hill,Westerham,,,www.albanytaxicharity.org,07734049735,albanytaxicharity@gmail.com,TN16 3XR,21246.0,12722.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
274291,274291,FRIENDS OF FERMOR SCHOOL (FFS),Other,We organise events in order to raise money for Sir Henry Fermor CoE Primary School to enable them to purchase items to enhance the education of the children.,Registered,Submission Received,false,1978-01-12T00:00:00,SIR HENRY FERMOR C OF E SCHOOL,CROWBOROUGH HILL,CROWBOROUGH,,,www.fermorschool.org.uk,01892 652405,friends@fermorschool.org.uk,TN6 2SD,28865.0,12465.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
274614,274614,"FRIENDS, PARENTS, TEACHERS ASSOCIATION OF DARTFORD GIRLS GRAMMAR SCHOOL",Other,School fundraising in Dartford,Registered,Submission Received,false,1977-11-30T00:00:00,62 Oakes Crescent,DARTFORD,,,,,07727995986,julijakozlova@yahoo.co.uk,DA1 5UF,0.0,0.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
274681,274681,INTERNATIONAL GLAUCOMA ASSOCIATION LIMITED,Charitable company,"Our objectives are to help prevent glaucoma blindness and support people living with glaucoma. We:Provide information, advice and support through a telephone helpline and online forum.Publish a wide range of booklets and leaflets and distribute regular newsletters.Fund glaucoma researchRun support groups, conferences & awareness raising activities for patients and professionals.",Registered,Submission Received,false,1977-12-20T00:00:00,Kent House,81 Station Road,Ashford,Kent,,www.glaucoma.uk,01233648164,info@glaucoma.uk,TN24 1PP,2541707.0,2709519.0,2024-08-01T00:00:00,2025-07-31T00:00:00,true,false,01293286,,true,0,2026-06-05T00:00:00
274692,274692,FRIENDS OF LYDD,Other,"Lydd Town Museum is a local heritage museum - it is curated and managed by the Friends of Lydd, a registered charity, established in 1979. As a heritage museum our aim &amp; purpose is to share knowledge &amp; information about the historic town of Lydd and the surrounding areas and to act as a hub for connecting the community via the museum. Entrance to the museum is free but donations are very welcome.",Registered,Submission Received,false,1977-12-19T00:00:00,"Heath Cottage,",115 Manor Road,"Lydd,",Kent,,www.lyddtownmuseum.com,01797320839,lyddtownmuseum@gmail.com,TN29 9HU,1711.0,2387.0,2024-10-01T00:00:00,2025-09-30T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
274773,274773,HALLING JUBILEE HALL,Other,Letting of hall to individuals and societies for leisure and education,Registered,Submission Received,false,1978-03-01T00:00:00,80 Pilgrims Road,Halling,Rochester,Kent,United Kingdom,,01634249624,"",ME2 1HP,10569.0,5239.0,2024-10-01T00:00:00,2025-09-30T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
274808,274808,APPLEDORE VILLAGE HALL,Other,Manage Appledore village hall.,Registered,Submission Received,false,1978-01-26T00:00:00,Appledore Village Hall,76 The Street,Appledore,Ashford,Kent,,01233 758078,villagehallappledore@gmail.com,TN26 2AE,18356.0,15693.0,2024-05-01T00:00:00,2025-04-30T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
274810,274810,APPLEDORE RECREATION GROUND MANAGEMENT COMMITTEE,Other,To hold the Trust Property for the benefit of the inhabitants of the Appledore Parish and to control and manage the Trust Property and arrange for its use as the Committee sees fit.,Registered,Submission Received,false,1978-01-26T00:00:00,The Appledore Recreation Ground,The Street,Appledore,Kent,Gary Kinsley,,07565 504629,gkinsley@rishk.net,TN26 2AE,19114.0,16254.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
274906,274906,THE ARDEN THEATRE GROUP,Other,Theatre Group,Registered,Submission Received,false,1978-02-02T00:00:00,Arden Theatre,Leslie Smith Drive,FAVERSHAM,,,www.ardentheatre.org.uk,01795 531334,info@ardentheatre.org.uk,ME13 7LE,71628.0,37582.0,2024-09-01T00:00:00,2025-08-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
274916,274916,RIVERVIEW PARK SCOUT GROUP,Other,"Riverview Park Scout Group, comprising of One Beaver Colony, Two Cub Packs and One Scout Troup. The Group currently operates from our HQ in Whinfell Way, Gravesend, Kent. The Group is extremely successful in the Gravesham District with each section operating at maximum capacity.",Registered,Submission Received,false,2012-11-29T00:00:00,RIVERVIEW SCOUT HALL,14 Gateway Parade,Whinfell Way,GRAVESEND,,www.riverviewscouts.free-online.co.uk,07786152632,sally.moor@sky.com,DA12 4RU,28932.0,24281.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
274918,274918,THE ASSOCIATION OF THE FRIENDS OF APPLEDORE CHURCH,Other,TO PROTECT THE FABRIC OF ST. PETER & ST. PAUL CHURCH APPLEDORE,Registered,Submission Received,false,1978-02-02T00:00:00,Peppers,North Road,Goudhurst,CRANBROOK,,,07974701114,will.rolston@btinternet.com,TN17 1AR,7531.0,9680.0,2024-05-01T00:00:00,2025-04-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
274954,274954,THE JAMUNA TRUST,Other,"Support for education, training medical staff, relief from poverty and helping people with disabilities or medical needs.",Registered,Submission Received,false,1978-04-04T00:00:00,HUNTERS HOUSE,24 High Street,Bridge,CANTERBURY,,,01227 832697,JAMUNATRUST274954@GMAIL.COM ,CT4 5JY,6357.0,6250.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
274983,274983,17TH SEVENOAKS (WESTERHAM) SCOUT GROUP,Other,"A variety of land based activities including camping skills, sport, art and craft, general knowledge and community service.",Registered,Submission Received,false,1978-03-01T00:00:00,The Scout Hut,Hortons Way,WESTERHAM,Kent,,http://www.sevenoaksscouts.org.uk/spage-scout_groups-westerham_scout_group.html,07825182553,info@westerhamscouts.co.uk,TN16 1BT,15324.0,17257.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
275006,275006,HEADCORN VILLAGE HALL,Other,"THE VILLAGE HALL IS FOR THE USE OF THE INHABITANTS OF HEADCORN AND THE NEIGHBOURHOOD WITHOUT DISTINCTION OF SEX OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS AND IN PARTICULAR FOR USE FOR MEETINGS, LECTURES AND CLASSES AND FOR OTHER FORMS OF RECREATION AND LEISURE-TIME OCCUPATION, WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS.",Registered,Submission Received,false,1978-03-08T00:00:00,Church Lane,Headcorn,,,Kent,http://www.headcornvillagehall.com,07944 668802,headcornvillagehall@gmail.com,TN27 9NR,83138.0,96938.0,2024-07-01T00:00:00,2025-06-30T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
275075,275075,FOLKESTONE CHORAL SOCIETY,Other,Choral Society drawing members from the South Eaast Kent Area -,Registered,Submission Received,false,1978-03-01T00:00:00,6 CHURCH HEIGHTS,CHURCH HILL,HYTHE,,,www.folkestonechoralsociety.org/,01303230959,,CT21 5HR,13847.0,21648.0,2024-09-01T00:00:00,2025-08-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
275083,275083,THE CANTERBURY SINGERS,Other,Running an amateur choir and arranging concerts and ancillary activities for the benefit of the choir's members and for the public benefit,Registered,Submission Received,false,1978-03-01T00:00:00,2 Oak Cottages,Paddlesworth Lane,Hawkinge,FOLKESTONE,Kent,www.canterburysingers.com,01303891840,info@canterburysingers.com,CT18 7AH,9599.0,9920.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
275110,275110,KATZAUER CHARITABLE TRUST,Trust,The charity makes donations primarily to other charitable organisations.,Registered,Submission Received,false,1978-03-14T00:00:00,C/O  Dempson Ltd,Hermitage Mills,Hermitage Lane,MAIDSTONE,Kent,,01622727027,JonK@dempson.co.uk,ME16 9NP,8774.0,0.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
275266,275266,LYDIAN YOUTH ORCHESTRA,Other,"The Charity runs 2 orchestras for promising musicians in the West Kent/ Surrey border area.   The Training orchestra is open to players of ages 8 - 13 and gives concerts during the Autumn  Spring and Summer terms. The main orchestra is for players aged approximately 13 to 25 and gives concerts in April, July and December plus biennial foreign  tours.   All details on www.lydian.org.uk",Registered,Submission Received,false,1978-03-22T00:00:00,117 Douglas Road,TONBRIDGE,Kent,,,www.lydian.org.uk,07450224513,treasurer@lydian.org.uk,TN9 2UE,6613.0,5853.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
275348,275348,LONG LANE WOOD CAMP SITE CHARITY,Other,Natural woodland used for outdoor pursuits by leader-led youth groups.,Registered,Submission Received,false,1978-03-28T00:00:00,8 Harty Avenue,GILLINGHAM,Kent,,,,07941965272,longlanewood@hotmail.com,ME8 0NA,1724.0,974.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
275373,275373,DOWNHAM (WESLEY HALLS) COMMUNITY ASSOCIATION,Other,"The Association's objectives are to operate a Community Centre providing affordable space/premises for hire to the local people in pursuance of social welfare for recreation, education and leisure-time well-being in a safe and welcoming environment.",Registered,Submission Received Late,false,1978-03-23T00:00:00,2 Shroffold Road,Bromley,,,,www.downhamcomcentre.org.uk,02086981464,downhamcomcentre@gmail.com,BR1 5PE,88934.0,15586.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
275476,275476,"FRIENDS OF ST MARGARET'S CHURCH, RAINHAM",Other,"To advance the Christian Religion by the repair, preservation, maintenance, restoration, beautification and reconstruction of the Parish Church of St Margaret's, Rainham, Kent, its monuments, fixtures, fittings, stained glass and other chattels together with its churchyard.",Registered,Submission Received,false,1978-04-27T00:00:00,7 ROBERTS ROAD,GILLINGHAM,,,,,01634230183,joanpantony@hotmail.com,ME8 0AY,2291.0,473.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
